Date,CBON,CHIR,CQQQ,DBA,ECNS,EPS,FXI,IAU,IEO,IYW,KWEB,MCHI,MTUM,PGJ,SCHA,SCHO,SCHX,SPHD,SPHQ,TLT,VHT,VIXY,VNQ,VTV,VUG
2021-01-22,22.14644432067871,44.4566535949707,96.75674438476562,15.426054954528809,49.97198486328125,39.18017578125,48.18221664428711,35.380001068115234,36.238468170166016,87.5108413696289,82.767822265625,85.4491958618164,164.12733459472656,70.16828155517578,46.538726806640625,48.638526916503906,44.6823844909668,34.36323165893555,41.11414337158203,141.2259063720703,225.01077270507812,268.3999938964844,76.97343444824219,113.03929138183594,255.11582946777344
2021-01-25,22.164859771728516,43.93632888793945,98.41639709472656,15.540252685546875,50.6062126159668,39.303863525390625,49.29103088378906,35.380001068115234,36.05744934082031,88.23162841796875,85.24152374267578,87.18521881103516,164.6370849609375,71.48454284667969,46.51472854614258,48.629066467285156,44.830684661865234,34.72005844116211,41.36302947998047,142.890380859375,226.82586669921875,279.20001220703125,77.55677795410156,113.03929138183594,256.7554626464844
2021-01-26,22.21550750732422,44.005348205566406,96.80644226074219,15.692514419555664,50.62383270263672,39.265804290771484,48.77855682373047,35.29999923706055,35.13429260253906,88.23162841796875,83.72065734863281,86.37821197509766,162.86721801757812,70.73930358886719,46.178890228271484,48.64798355102539,44.70152282714844,35.12149429321289,41.35346221923828,142.6206817626953,225.0684051513672,274.6000061035156,78.10420989990234,112.69595336914062,256.34307861328125
2021-01-27,22.210906982421875,42.794776916503906,94.3915023803711,15.635416030883789,49.09111404418945,38.361934661865234,46.989540100097656,35.099998474121094,34.98043441772461,86.26676940917969,81.54930877685547,83.62874603271484,157.3267364501953,68.87137603759766,45.224124908447266,48.638526916503906,43.57262420654297,35.0858268737793,40.34833908081055,142.98336791992188,218.2691192626953,331.6000061035156,76.72215270996094,109.94930267333984,249.7845001220703
2021-01-28,22.164859771728516,42.107200622558594,93.43743896484375,15.511702537536621,48.38641357421875,38.61882781982422,47.08271789550781,35.099998474121094,35.17955017089844,86.64196014404297,80.72474670410156,83.60997772216797,159.93344116210938,68.61005401611328,45.224124908447266,48.629066467285156,44.00313949584961,34.523807525634766,40.798255920410156,142.1929931640625,221.2558135986328,324.79998779296875,77.13497161865234,111.3690185546875,251.2965087890625
2021-01-29,22.302988052368164,41.14882278442383,91.95667266845703,15.597350120544434,47.49672317504883,37.895729064941406,45.99253845214844,35.099998474121094,34.02106857299805,84.69683837890625,79.515380859375,82.12732696533203,157.6153106689453,67.33251190185547,44.39890670776367,48.64798355102539,43.15646743774414,34.06883239746094,40.07073974609375,141.33750915527344,219.94972229003906,346.0,76.24649810791016,109.51318359375,246.210693359375
2021-02-01,22.262359619140625,41.20192337036133,95.35548400878906,15.654449462890625,48.71233367919922,38.419029235839844,47.25043869018555,35.41999816894531,34.41929244995117,86.96781158447266,83.15262603759766,84.53897857666016,161.5013427734375,69.62628936767578,45.459224700927734,48.64798355102539,43.90268325805664,34.166969299316406,40.63551712036133,141.50137329101562,221.17897033691406,325.79998779296875,77.987548828125,110.30193328857422,252.12124633789062
2021-02-02,22.202346801757812,41.41429901123047,97.56172943115234,15.682997703552246,50.835243225097656,38.83766174316406,47.921321868896484,34.97999954223633,34.790367126464844,88.22177124023438,84.76510620117188,85.38351440429688,164.79100036621094,71.9394302368164,46.06852722167969,48.629051208496094,44.55801773071289,34.17588806152344,41.123722076416016,140.58901977539062,222.60992431640625,298.6000061035156,78.45421600341797,111.71235656738281,256.6278381347656
2021-02-03,22.22542381286621,41.281558990478516,97.78036499023438,15.702030181884766,51.14354705810547,38.96133804321289,48.03313064575195,34.91999816894531,36.73624038696289,88.44886016845703,85.95613861083984,86.14360809326172,164.31007385253906,73.3427963256836,46.2508544921875,48.629051208496094,44.605857849121094,34.47028350830078,40.826969146728516,139.3415069580078,221.18861389160156,282.6000061035156,78.25676727294922,112.13920593261719,255.9895782470703
2021-02-04,22.21619415283203,40.88335418701172,97.18408203125,15.75912857055664,50.78239059448242,39.33240509033203,47.80018615722656,34.18000030517578,37.0258674621582,89.45597076416016,86.58831024169922,86.17176055908203,166.1569061279297,74.41707611083984,47.1048698425293,48.629051208496094,45.1129035949707,34.74683380126953,41.37260818481445,138.96925354003906,222.71554565429688,270.20001220703125,78.79523468017578,113.33621978759766,259.0036926269531
2021-02-05,22.18848991394043,41.772701263427734,97.72074127197266,15.863809585571289,51.513511657714844,39.503662109375,48.16358184814453,34.540000915527344,37.08016586303711,89.78178405761719,87.66024017333984,86.7066421508789,167.47467041015625,75.3655776977539,47.632625579833984,48.64798355102539,45.33772277832031,35.03229522705078,41.5257682800293,137.8055419921875,223.7815399169922,269.6000061035156,79.07344818115234,113.93008422851562,260.1820373535156
2021-02-08,22.26789665222168,42.01162338256836,98.80398559570312,15.939940452575684,52.38557815551758,39.779579162597656,48.00518035888672,34.900001525878906,39.0712890625,90.5420913696289,87.47700500488281,86.8192367553711,169.10028076171875,76.21726989746094,48.702537536621094,48.64798355102539,45.69169998168945,35.308837890625,41.87995147705078,138.41065979003906,225.12603759765625,267.3999938964844,79.50421142578125,114.98790740966797,261.6547546386719
2021-02-09,22.308534622192383,41.82579040527344,101.81520080566406,15.939940452575684,54.0416259765625,39.751033782958984,48.63878631591797,34.97999954223633,38.53730010986328,90.51245880126953,89.5658950805664,88.4708023071289,169.0041046142578,77.7464599609375,48.908843994140625,48.629051208496094,45.67735290527344,35.478336334228516,41.822509765625,138.5130157470703,225.2797088623047,268.79998779296875,79.78242492675781,114.94152069091797,261.5859680175781
2021-02-10,22.34546661376953,41.573585510253906,103.50467681884766,15.816228866577148,54.12970733642578,39.76055145263672,49.113990783691406,35.13999938964844,39.306602478027344,90.64081573486328,91.56317138671875,89.193359375,168.42697143554688,80.04991912841797,48.66895294189453,48.63851547241211,45.67735290527344,35.54079055786133,41.822509765625,139.43467712402344,225.50057983398438,272.6000061035156,80.21319580078125,115.0807113647461,261.2030334472656
2021-02-11,22.313148498535156,41.94525146484375,105.810302734375,15.854292869567871,55.68885803222656,39.80812454223633,49.971229553222656,34.81999969482422,38.89027786254883,91.47019958496094,93.71620178222656,90.56340026855469,169.99481201171875,80.55318450927734,48.76970672607422,48.64798355102539,45.782588958740234,35.246395111083984,42.16713333129883,138.67141723632812,225.8943328857422,266.3999938964844,80.38370513916016,114.94152069091797,262.6267395019531
2021-02-12,22.36393165588379,42.25320816040039,106.32707977294922,15.882843017578125,56.050018310546875,40.02695083618164,49.924644470214844,34.720001220703125,39.74102783203125,91.92440032958984,93.63373565673828,90.44140625,171.25486755371094,81.2403564453125,48.94243240356445,48.63851547241211,46.03133010864258,35.353458404541016,42.38729476928711,136.94912719726562,227.40206909179688,257.79998779296875,80.40166473388672,115.49827575683594,264.0111083984375
2021-02-16,22.308534622192383,42.4974479675293,107.44013977050781,16.13978385925293,57.25682067871094,39.93180847167969,49.95259475708008,34.20000076293945,40.99000930786133,91.69732666015625,94.85225677490234,90.61031341552734,170.8124542236328,82.1888198852539,48.66415023803711,48.629051208496094,45.96435546875,35.246395111083984,42.291568756103516,134.86380004882812,224.50181579589844,258.20001220703125,79.78242492675781,115.67459106445312,262.94091796875
2021-02-17,22.271596908569336,42.36736297607422,106.70472717285156,16.07316780090332,57.45941925048828,40.02695083618164,50.75392150878906,33.84000015258789,41.43348693847656,90.8481674194336,94.87974548339844,91.20150756835938,169.3599853515625,81.0080795288086,48.323509216308594,48.63851547241211,45.930870056152344,35.44264602661133,42.15755081176758,135.7202606201172,224.7130889892578,254.60000610351562,79.68370819091797,116.11070251464844,261.9884948730469
2021-02-18,22.130321502685547,42.290374755859375,103.87238311767578,16.130268096923828,55.80337142944336,39.87472152709961,49.66373825073242,33.81999969482422,39.98539733886719,90.36437225341797,92.24114990234375,89.05260467529297,168.167236328125,79.03368377685547,47.58945083618164,48.64798355102539,45.72040557861328,35.42481231689453,41.99481964111328,135.17100524902344,222.8115997314453,256.79998779296875,79.34268188476562,115.49827575683594,261.0852355957031
2021-02-19,22.169103622436523,43.03636169433594,105.58172607421875,16.225431442260742,56.05882263183594,39.8176383972168,49.95259475708008,33.959999084472656,41.07146453857422,90.36437225341797,93.26727294921875,89.75638580322266,167.9556121826172,81.43392181396484,48.54901123046875,48.63851547241211,45.69648361206055,35.433738708496094,41.86080551147461,133.37437438964844,221.50552368164062,246.8000030517578,79.80036163330078,115.84160614013672,259.9561767578125
2021-02-22,22.18848991394043,43.166446685791016,100.35432434082031,16.453826904296875,53.53071212768555,39.6844367980957,48.11699295043945,34.459999084472656,42.48334884643555,87.89592742919922,88.04503631591797,86.07792663574219,161.96307373046875,77.64967346191406,48.29472351074219,48.63851547241211,45.256404876708984,35.76052474975586,41.516197204589844,132.35958862304688,219.4695587158203,257.20001220703125,80.4644775390625,116.66744995117188,254.14381408691406
2021-02-23,22.142322540283203,43.12396240234375,99.60897064208984,16.529956817626953,53.64522933959961,39.73201370239258,48.275394439697266,34.400001525878906,43.59657287597656,87.59971618652344,87.88928985595703,86.26559448242188,160.5586700439453,76.51729583740234,47.99246597290039,48.629051208496094,45.26118850708008,35.876949310302734,41.516197204589844,131.97792053222656,218.68202209472656,246.60000610351562,80.9670639038086,117.02934265136719,253.73147583007812
2021-02-24,22.16078758239746,42.935482025146484,97.01513671875,16.75834846496582,52.04203796386719,40.06501388549805,47.23180389404297,34.36000061035156,45.252830505371094,88.47847747802734,85.19570922851562,84.53897857666016,161.6648712158203,75.49139404296875,48.980804443359375,48.629051208496094,45.739540100097656,36.351478576660156,42.1192626953125,131.1121368408203,220.4394989013672,237.1999969482422,81.58628845214844,118.59752655029297,255.40052795410156
2021-02-25,21.929946899414062,45.351314544677734,94.45112609863281,16.701251983642578,51.8570556640625,39.294342041015625,46.51433563232422,33.720001220703125,44.05815505981445,85.14115905761719,82.85028839111328,82.67159271240234,155.44142150878906,72.86856079101562,47.234405517578125,48.57223129272461,44.581939697265625,35.75157928466797,41.03756332397461,128.97100830078125,217.13589477539062,274.0,80.02473449707031,116.55610656738281,247.41831970214844
2021-02-26,22.04998779296875,45.79200744628906,93.36787414550781,16.463340759277344,51.81301498413086,38.97085952758789,45.722328186035156,32.880001068115234,42.9539794921875,85.82244110107422,82.26393127441406,81.74259185791016,156.69186401367188,72.23946380615234,47.210426330566406,48.61956787109375,44.38103485107422,35.16064453125,40.87483215332031,133.23468017578125,215.7145538330078,261.0,78.85807037353516,114.98790740966797,248.29214477539062
2021-03-01,22.0842227935791,45.858375549316406,97.5020980834961,16.35866355895996,53.715694427490234,39.89375686645508,46.93363571166992,32.84000015258789,43.84998321533203,88.6265869140625,85.6354751586914,84.27622985839844,161.5013427734375,75.97531127929688,48.76011276245117,48.622432708740234,45.5003662109375,35.81425857543945,41.78422927856445,131.47500610351562,219.0565948486328,241.0,79.20805358886719,117.4933090209961,255.00778198242188
2021-03-02,22.173961639404297,45.66191864013672,96.59773254394531,16.43479347229004,51.94514465332031,39.627349853515625,46.029815673828125,33.02000045776367,43.478912353515625,86.96781158447266,83.80311584472656,82.50267791748047,158.5772247314453,74.67841339111328,47.9396858215332,48.622432708740234,45.10811996459961,35.885887145996094,41.37260818481445,131.4843292236328,217.72169494628906,245.0,78.44525146484375,117.22420501708984,251.55177307128906
2021-03-03,22.130474090576172,44.81239700317383,94.32193756103516,16.339628219604492,51.62802505493164,39.303863525390625,46.383880615234375,32.68000030517578,44.510677337646484,84.39076232910156,81.65924835205078,82.10855865478516,152.1998748779297,72.54916381835938,47.407127380371094,48.603485107421875,44.41929626464844,36.163448333740234,40.68339157104492,130.05824279785156,213.486572265625,255.8000030517578,77.99653625488281,117.22420501708984,244.64962768554688
2021-03-04,21.945432662963867,43.93632888793945,89.54173278808594,16.29204750061035,49.93674087524414,38.885223388671875,45.05144119262695,32.34000015258789,46.04022216796875,82.74183654785156,77.6646957397461,79.57492065429688,148.0060272216797,69.21979522705078,46.18848419189453,48.58453369140625,43.76874923706055,35.92169189453125,39.93672561645508,129.21939086914062,209.55873107910156,266.3999938964844,77.1080551147461,116.11070251464844,240.467041015625
2021-03-05,21.917686462402344,44.084991455078125,89.81999206542969,16.36817741394043,49.87508773803711,39.76055145263672,45.517330169677734,32.36000061035156,47.823184967041016,84.18341064453125,77.71051025390625,79.94090270996094,149.3527069091797,69.29723358154297,47.08087158203125,48.58453369140625,44.581939697265625,36.727508544921875,40.8173942565918,129.4710693359375,213.4961700439453,248.0,77.95164489746094,118.69033813476562,243.72669982910156
2021-03-08,21.66788673400879,43.166446685791016,83.42984008789062,16.339628219604492,46.871307373046875,39.741519927978516,43.914676666259766,32.040000915527344,47.533573150634766,81.40890502929688,71.70951843261719,76.27182006835938,144.28350830078125,64.32254791259766,47.33515930175781,48.565582275390625,44.299713134765625,37.443817138671875,40.54936599731445,128.4644775390625,212.00758361816406,254.0,78.62471771240234,120.08219909667969,238.72923278808594
2021-03-09,21.84366798400879,43.77703857421875,88.07090759277344,16.41575813293457,48.49211883544922,40.10307693481445,44.865089416503906,32.720001220703125,46.42034912109375,84.5684814453125,77.82960510253906,79.38724517822266,151.49771118164062,69.42304229736328,48.078819274902344,48.57506561279297,45.007659912109375,37.18416213989258,41.23859405517578,130.24468994140625,214.74459838867188,241.8000030517578,79.1452407836914,119.64608001708984,246.54452514648438
2021-03-10,21.99539566040039,43.60713577270508,86.25224304199219,16.35866355895996,48.56258773803711,40.43606185913086,44.51101303100586,32.86000061035156,47.741729736328125,84.06492614746094,75.0993881225586,77.99845123291016,151.1802978515625,67.31317138671875,48.83208084106445,48.5940055847168,45.26597213745117,37.748226165771484,41.3151741027832,130.505615234375,215.2056121826172,239.0,79.93498229980469,121.25138854980469,246.50526428222656
2021-03-11,22.1212215423584,44.13808822631836,91.52933502197266,16.472856521606445,51.020225524902344,40.654903411865234,46.113670349121094,32.86000061035156,48.38431930541992,86.30625915527344,80.193359375,81.58307647705078,156.2397918701172,71.31034088134766,49.849212646484375,48.603485107421875,45.792152404785156,37.631832122802734,41.717220306396484,129.56427001953125,217.7985382080078,232.8000030517578,80.86832427978516,121.18643951416016,252.0525360107422
2021-03-12,22.079593658447266,44.56549835205078,87.78269958496094,16.463340759277344,50.94975280761719,40.80712890625,44.81849670410156,32.880001068115234,48.07659912109375,85.46699523925781,77.29823303222656,79.34033203125,154.82583618164062,70.25538635253906,50.19944763183594,48.5940055847168,45.88303756713867,38.0705680847168,41.6597785949707,126.81473541259766,218.17308044433594,228.8000030517578,82.22346496582031,122.29064178466797,250.4914093017578
2021-03-15,22.102718353271484,45.874305725097656,86.65969848632812,16.43479347229004,50.58859634399414,41.04499053955078,44.73463821411133,32.97999954223633,47.85033416748047,86.48397064208984,77.4173355102539,79.16204071044922,156.56686401367188,69.91665649414062,50.49690628051758,48.5940055847168,46.1939697265625,38.348114013671875,41.97567367553711,127.56037139892578,219.65199279785156,215.8000030517578,83.44398498535156,122.57830047607422,252.88705444335938
2021-03-16,22.093475341796875,46.45835494995117,87.29573059082031,16.52043914794922,51.82181930541992,41.08304977416992,45.13530349731445,33.02000045776367,46.42940139770508,87.23438262939453,78.34268188476562,79.64061737060547,155.9416046142578,70.11022186279297,49.71966552734375,48.603485107421875,46.103084564208984,38.142189025878906,42.10011291503906,127.0477294921875,219.1142120361328,215.8000030517578,83.10295104980469,121.7988510131836,253.6528778076172
2021-03-17,22.14898109436035,46.41852951049805,87.85226440429688,16.472856521606445,51.733734130859375,41.16867446899414,45.10735321044922,33.2400016784668,46.8276252746582,87.3034896850586,78.35183715820312,79.85643768310547,156.40333557128906,69.82953643798828,50.1082878112793,48.61295700073242,46.24180603027344,38.321266174316406,42.147979736328125,126.09699249267578,218.6532440185547,206.0,83.17474365234375,122.31848907470703,254.1143035888672
2021-03-18,22.028705596923828,45.46281433105469,87.05722045898438,16.120750427246094,51.081886291503906,40.8261604309082,44.70668411254883,33.060001373291016,43.91334533691406,84.49935913085938,76.51030731201172,79.09634399414062,151.13217163085938,68.30036163330078,48.70733642578125,48.603485107421875,45.5003662109375,38.052642822265625,41.5257682800293,124.82017517089844,216.9534454345703,217.8000030517578,82.3311538696289,121.84526062011719,247.43797302246094
2021-03-19,22.047210693359375,45.55573272705078,87.5640640258789,16.10171890258789,51.18759536743164,40.79762649536133,44.71600341796875,33.220001220703125,44.55593490600586,84.90418243408203,77.88458251953125,79.66876220703125,152.546142578125,68.34876251220703,49.019195556640625,48.603485107421875,45.466880798339844,37.998924255371094,41.43961715698242,125.59375,218.40354919433594,210.8000030517578,81.2093505859375,121.31632995605469,247.84048461914062
2021-03-22,22.019453048706055,46.11323547363281,87.62368774414062,16.111236572265625,51.07307434082031,41.064022064208984,44.65077590942383,33.13999938964844,43.940494537353516,86.55310821533203,77.14247131347656,79.38724517822266,154.70077514648438,67.63255310058594,48.68334197998047,48.5940055847168,45.81606674194336,38.11661911010742,41.92271423339844,127.00106811523438,220.24746704101562,195.0,81.78370666503906,121.44624328613281,251.4830780029297
2021-03-23,22.056468963623047,45.71501541137695,86.1031723022461,16.07316780090332,49.24966812133789,40.692955017089844,43.64445495605469,32.880001068115234,42.92683029174805,86.02980041503906,75.25513458251953,77.81076049804688,153.89283752441406,66.50985717773438,46.999305725097656,48.603485107421875,45.40468978881836,37.577613830566406,41.596168518066406,128.14755249023438,217.1455078125,205.0,81.66706085205078,119.9708480834961,250.45217895507812
2021-03-24,22.032407760620117,44.52302551269531,80.57762145996094,16.044620513916016,47.02986526489258,40.55976104736328,42.03248596191406,33.0,43.99479675292969,84.42037200927734,68.8785171508789,74.45133972167969,150.08370971679688,61.593231201171875,46.08426284790039,48.622432708740234,45.10578536987305,37.55065155029297,41.404075622558594,128.83729553222656,215.66656494140625,206.1999969482422,81.2093505859375,120.06363677978516,247.02561950683594
2021-03-25,21.945432662963867,44.57346725463867,78.83846282958984,15.997037887573242,47.399837493896484,40.76894760131836,42.24679183959961,32.880001068115234,44.4588623046875,84.25627899169922,68.5395278930664,74.44196319580078,149.79689025878906,60.74153137207031,47.098846435546875,48.61295700073242,45.35047912597656,38.12559127807617,41.596168518066406,127.82134246826172,216.406005859375,199.8000030517578,82.03621673583984,121.48741149902344,247.08558654785156
2021-03-26,21.93526268005371,45.66191864013672,80.74656677246094,16.10171890258789,48.31593704223633,41.41850662231445,43.486061096191406,33.0,45.72364807128906,86.01573944091797,69.25415802001953,76.3375015258789,152.46290588378906,60.26729965209961,47.93552780151367,48.61295700073242,46.07497787475586,38.70953369140625,42.595008850097656,127.37394714355469,219.85862731933594,192.0,83.80548858642578,123.44673919677734,250.76316833496094
2021-03-29,21.815916061401367,46.877803802490234,78.86827850341797,16.016071319580078,48.051673889160156,41.45671463012695,43.25311279296875,32.599998474121094,44.72273635864258,85.65001678466797,68.13642120361328,75.7932357788086,151.45233154296875,59.38656234741211,46.74302673339844,48.61295700073242,45.97901153564453,38.72747802734375,42.662235260009766,126.29277801513672,219.89715576171875,197.39999389648438,83.31803894042969,123.26014709472656,250.49766540527344
2021-03-30,21.789081573486328,46.88576889038086,80.64718627929688,15.816228866577148,49.06468200683594,41.3611946105957,43.430152893066406,32.040000915527344,44.513450622558594,85.10636138916016,69.47403717041016,76.51580047607422,151.65443420410156,61.312557220458984,47.50275802612305,48.61295700073242,45.863861083984375,38.57476806640625,42.306880950927734,126.95455169677734,218.37551879882812,188.1999969482422,83.42635345458984,123.21348571777344,249.2783660888672
2021-03-31,21.973196029663086,46.1822509765625,80.94532775878906,16.120750427246094,48.50973129272461,41.40895462036133,43.476741790771484,32.52000045776367,44.295074462890625,86.68789672851562,69.95044708251953,76.66593170166016,154.8209228515625,61.457740783691406,47.9259033203125,48.603485107421875,46.07497787475586,38.51188278198242,42.5758056640625,126.24613952636719,220.3016357421875,187.0,82.92085266113281,122.65367126464844,252.7494659423828
2021-04-01,21.930526733398438,45.70705795288086,83.20126342773438,16.09220314025879,48.94136428833008,41.75283432006836,44.21284484863281,32.91999816894531,46.124019622802734,88.6845932006836,72.00269317626953,77.81076049804688,157.27520751953125,63.035316467285156,48.56061935424805,48.59684753417969,46.650733947753906,38.64663314819336,43.027198791503906,128.34149169921875,220.18606567382812,181.1999969482422,84.42835235595703,123.26947021484375,257.01702880859375
2021-04-05,22.018653869628906,46.00704574584961,83.37020874023438,16.10171890258789,49.135154724121094,42.34507751464844,44.25011444091797,32.900001525878906,44.30417251586914,90.53300476074219,71.44384002685547,77.97968292236328,159.50807189941406,61.796478271484375,48.839508056640625,48.58736038208008,47.284061431884766,38.8981819152832,43.56504440307617,127.781494140625,221.4091796875,175.8000030517578,84.75330352783203,124.26780700683594,261.54022216796875
2021-04-06,22.16244125366211,46.033592224121094,84.79134368896484,16.215917587280273,49.09992599487305,42.25910186767578,44.3339729309082,33.220001220703125,44.4770622253418,90.32543182373047,73.06546020507812,78.77729797363281,160.48016357421875,63.68377685546875,48.820274353027344,48.606319427490234,47.30805587768555,38.8981819152832,43.44978332519531,128.64950561523438,220.8120880126953,177.39999389648438,84.96995544433594,124.14647674560547,261.86468505859375
2021-04-07,22.1039981842041,45.79465866088867,82.71430206298828,16.301563262939453,48.50092697143555,42.31641387939453,43.32765579223633,33.099998474121094,44.622642517089844,90.90861511230469,70.20698547363281,76.51580047607422,160.39352416992188,61.69001388549805,48.17594528198242,48.59684753417969,47.33684158325195,38.88019943237305,43.43058395385742,127.7535171508789,219.5312042236328,172.0,85.03314208984375,124.10917663574219,262.6611633300781
2021-04-08,22.055757522583008,45.900848388671875,83.80748748779297,16.453826904296875,49.14396667480469,42.45969772338867,43.89604187011719,33.459999084472656,43.8219108581543,92.1738510131836,71.10484313964844,77.51986694335938,162.91522216796875,61.93198013305664,48.478885650634766,48.61579513549805,47.59113311767578,38.70953369140625,43.709102630615234,128.80816650390625,220.35940551757812,169.39999389648438,84.71720123291016,123.95056915283203,265.6307678222656
2021-04-09,22.01215934753418,45.35662078857422,82.52548217773438,16.43479347229004,48.77399826049805,42.75581741333008,43.35560607910156,33.220001220703125,43.4488410949707,92.87564849853516,69.51984405517578,76.36564636230469,163.97390747070312,60.983489990234375,48.579856872558594,48.606319427490234,47.92698669433594,38.763423919677734,43.98762512207031,128.34149169921875,221.93885803222656,169.0,84.6178970336914,124.66899871826172,267.5974426269531
